accession	Kingdom	Phylum	Class	Order	Family	Genus	OTU
K18083						myotubularin-related protein 6/7/8 [EC:3.1.3.64 3.1.3.95]	K18083
K18096						acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]	K18096
K18098						"LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1"	K18098
K18101						rhamnosyltransferase subunit B [EC:2.4.1.-]	K18101
K18103						L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54]	K18103
K18106						D-galacturonate reductase [EC:1.1.1.-]	K18106
K18118						succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	K18118
K18122						4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	K18122
K18123						4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]	K18123
K18134						EGF domain-specific O-GlcNAc transferase [EC:2.4.1.255]	K18134
K18136						"TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor"	K18136
K18138						multidrug efflux pump	K18138
K18139						"outer membrane protein, multidrug efflux system"	K18139
K18143						"two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]"	K18143
K18144						"two-component system, OmpR family, response regulator AdeR"	K18144
K18148						release factor H-coupled RctB family protein	K18148
K18151						ureidoglycolate amidohydrolase [EC:3.5.1.116]	K18151
K18156						mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]	K18156
K18158						nuclear control of ATPase protein 2	K18158
K18159						NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1	K18159
K18160						NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	K18160
K18162						NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 [EC:2.1.1.-]	K18162
K18163						NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6	K18163
K18164						NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	K18164
K18166						FAD-dependent oxidoreductase domain-containing protein 1	K18166
K18168						succinate dehydrogenase assembly factor 2	K18168
K18171						COX assembly mitochondrial protein 1	K18171
K18172						COX assembly mitochondrial protein 2	K18172
K18173						cytochrome c oxidase assembly factor 1	K18173
K18174						cytochrome c oxidase assembly factor 2	K18174
K18179						cytochrome c oxidase assembly factor 6	K18179
K18182						cytochrome c oxidase assembly protein subunit 16	K18182
K18184						cytochrome c oxidase assembly protein subunit 20	K18184
K18187						"protein PET100, fungi type"	K18187
K18189						translational activator of cytochrome c oxidase 1	K18189
K18191						"ATP synthase assembly factor FMC1, mitochondrial"	K18191
K18192						mitochondrial ATPase complex subunit ATP10	K18192
K18195						rhamnogalacturonan endolyase [EC:4.2.2.23]	K18195
K18197						rhamnogalacturonan endolyase [EC:4.2.2.23]	K18197
K18199						cyclohexyl-isocyanide hydratase [EC:4.2.1.103]	K18199
K18201						hydroxylysine kinase [EC:2.7.1.81]	K18201
K18203						[phosphatase 2A protein]-leucine-carboxy methyltransferase [EC:2.1.1.233]	K18203
K18208						renalase [EC:1.6.3.5]	K18208
K18209						fumarate reductase (CoM/CoB) subunit A [EC:1.3.4.1]	K18209
K18214						"MFS transporter, DHA3 family, tetracycline resistance protein"	K18214
K18220						ribosomal protection tetracycline resistance protein	K18220
K18223						propane 2-monooxygenase large subunit [EC:1.14.13.227]	K18223
K18224						propane 2-monooxygenase small subunit [EC:1.14.13.227]	K18224
K18225						propane monooxygenase reductase component [EC:1.18.1.-]	K18225
K18226						propane monooxygenase coupling protein	K18226
K18230						macrolide transport system ATP-binding/permease protein	K18230
K18232						oleandomycin transport system ATP-binding protein	K18232
K18233						oleandomycin transport system permease protein	K18233
K18234						virginiamycin A acetyltransferase [EC:2.3.1.-]	K18234
K18235						virginiamycin B lyase [EC:4.2.99.-]	K18235
K18236						lincosamide nucleotidyltransferase B/F	K18236
K18240						chorismate lyase / 3-hydroxybenzoate synthase [EC:4.1.3.40 4.1.3.45]	K18240
K18242						salicylate 5-hydroxylase large subunit [EC:1.14.13.172]	K18242
K18243						salicylate 5-hydroxylase small subunit [EC:1.14.13.172]	K18243
K18244						acyl-CoA dehydrogenase [EC:1.3.99.-]	K18244
K18248						"anthranilate 1,2-dioxygenase ferredoxin component"	K18248
K18258						thiomorpholine-carboxylate dehydrogenase [EC:1.5.1.25]	K18258
K18277						trimethylamine monooxygenase [EC:1.14.13.148]	K18277
K18285						aminodeoxyfutalosine synthase [EC:2.5.1.120]	K18285
K18286						aminodeoxyfutalosine deaminase [EC:3.5.4.40]	K18286
K18287						"2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase [EC:4.1.2.56]"	K18287
K18288						itaconate CoA-transferase [EC:2.8.3.-]	K18288
K18289						itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]	K18289
K18290						itaconyl-CoA hydratase [EC:4.2.1.56]	K18290
K18292						(S)-citramalyl-CoA lyase [EC:4.1.3.25]	K18292
K18294						"TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor"	K18294
K18297						"LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator"	K18297
K18298						"membrane fusion protein, multidrug efflux system"	K18298
K18299						multidrug efflux pump	K18299
K18300						"outer membrane protein, multidrug efflux system"	K18300
K18301						"TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor"	K18301
K18302						"membrane fusion protein, multidrug efflux system"	K18302
K18303						multidrug efflux pump	K18303
K18304						"LuxR family transcriptional regulator, quorum-sensing system regulator LasR"	K18304
K18305						transmembrane protein	K18305
K18306						"membrane fusion protein, multidrug efflux system"	K18306
K18307						multidrug efflux pump	K18307
K18320						"transposase, IS6 family"	K18320
K18326						"MFS transporter, DHA2 family, multidrug resistance protein"	K18326
K18327						RNA exonuclease 4 [EC:3.1.-.-]	K18327
K18328						lariat debranching enzyme [EC:3.1.-.-]	K18328
K18333						L-fucose dehydrogenase	K18333
K18334						L-fuconate dehydratase [EC:4.2.1.68]	K18334
K18335						2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]	K18335
K18336						"2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]"	K18336
K18337						L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]	K18337
K18338						"L-rhamnono-1,4-lactonase [EC:3.1.1.65]"	K18338
K18339						2-keto-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	K18339
K18342						OTU domain-containing protein 6 [EC:3.4.19.12]	K18342
K18346						vancomycin resistance protein VanW	K18346
K18347						D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	K18347
K18351						"two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"	K18351
K18352						"two-component system, OmpR family, response regulator VanR"	K18352
K18353						vancomycin resistance protein VanJ	K18353
K18364						2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]	K18364
K18365						4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]	K18365
K18366						acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]	K18366
K18367						CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]	K18367
K18369						alcohol dehydrogenase [EC:1.1.1.-]	K18369
K18372						methyl acetate hydrolase [EC:3.1.1.114]	K18372
K18381						type III secretion control protein HpaP	K18381
K18382						NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]	K18382
K18383						feruloyl-CoA hydratase/lyase [EC:4.1.2.61]	K18383
K18384						trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]	K18384
K18399						valacyclovir hydrolase [EC:3.1.-.-]	K18399
K18423						exportin-2 (importin alpha re-exporter)	K18423
K18425						3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]	K18425
K18426						ethylmalonyl-CoA/methylmalonyl-CoA decarboxylase [EC:4.1.1.94 4.1.1.-]	K18426
K18429						"GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]"	K18429
K18430						"N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]"	K18430
K18431						"CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]"	K18431
K18434						type IV secretion system T-DNA border endonuclease VirD2	K18434
K18443						golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	K18443
K18446						triphosphatase [EC:3.6.1.25]	K18446
K18447						ADP-sugar diphosphatase [EC:3.6.1.21]	K18447
K18453						ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18]	K18453
K18455						mycothiol S-conjugate amidase [EC:3.5.1.115]	K18455
K18456						8-oxoguanine deaminase [EC:3.5.4.32]	K18456
K18457						L-proline amide hydrolase [EC:3.5.1.101]	K18457
K18459						guanidinopropionase [EC:3.5.3.17]	K18459
K18466						vacuolar protein sorting-associated protein 26	K18466
K18468						vacuolar protein sorting-associated protein 35	K18468
K18469						TBC1 domain family member 5	K18469
K18471						methylglyoxal reductase [EC:1.1.1.-]	K18471
K18472						acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	K18472
K18475						lysine-N-methylase [EC:2.1.1.-]	K18475
K18476						"TetR/AcrR family transcriptional regulator, tetracycline repressor protein"	K18476
K18477						type IV protein arginine methyltransferase [EC:2.1.1.322]	K18477
K18478						sulfofructose kinase [EC:2.7.1.184]	K18478
K18479						sulfoquinovose isomerase [EC:5.3.1.31]	K18479
K18480						cholesterol transport system auxiliary component	K18480
K18481						Mce-associated membrane protein	K18481
K18491						homeobox protein ESX1	K18491
K18532						adenylate kinase [EC:2.7.4.3]	K18532
K18540						(R)-amidase [EC:3.5.1.100]	K18540
K18546						streptogrisin C [EC:3.4.21.-]	K18546
K18547						streptogrisin D [EC:3.4.21.-]	K18547
K18550						IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]	K18550
K18554						chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]	K18554
K18555						fluoroquinolone resistance protein	K18555
K18567						"MFS transporter, DHA1 family, purine base/nucleoside efflux pump"	K18567
K18573						intermediate cleaving peptidase 55 [EC:3.4.11.26]	K18573
K18575						alkenylglycerophosphocholine hydrolase [EC:3.3.2.2]	K18575
K18576						"xyloglucan-specific endo-beta-1,4-glucanase [EC:3.2.1.151]"	K18576
K18577						mannosylglycoprotein endo-beta-mannosidase [EC:3.2.1.152]	K18577
K18578						"xyloglucan-specific exo-beta-1,4-glucanase [EC:3.2.1.155]"	K18578
K18580						rhamnogalacturonan hydrolase [EC:3.2.1.171]	K18580
K18581						unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]	K18581
K18584						actin-related protein 3	K18584
K18586						ubiquinone biosynthesis protein COQ4	K18586
K18587						ubiquinone biosynthesis protein COQ9	K18587
K18588						coenzyme Q-binding protein COQ10	K18588
K18599						nuclear migration protein JNM1	K18599
K18608						pyridoxamine---pyruvate transaminase [EC:2.6.1.30]	K18608
K18609						pyridoxal 4-dehydrogenase [EC:1.1.1.107]	K18609
K18611						4-pyridoxate dehydrogenase [EC:1.1.99.42]	K18611
K18612						5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase [EC:1.2.1.100]	K18612
K18622						adducin	K18622
K18624						macrophage erythroblast attacher	K18624
K18637						axial budding pattern protein 2	K18637
K18640						plasmid segregation protein ParM	K18640
K18643						katanin p80 WD40 repeat-containing subunit B1	K18643
K18649						inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	K18649
K18650						exo-poly-alpha-galacturonosidase [EC:3.2.1.82]	K18650
K18660						malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]	K18660
K18661						malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]	K18661
K18662						malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]	K18662
K18666						activating signal cointegrator complex subunit 1	K18666
K18667						activating signal cointegrator complex subunit 2	K18667
K18669						dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1]	K18669
K18670						dual specificity protein kinase YAK1 [EC:2.7.12.1]	K18670
K18672						diadenylate cyclase [EC:2.7.7.85]	K18672
K18676						glucosamine kinase [EC:2.7.1.8]	K18676
K18678						phytol kinase [EC:2.7.1.182]	K18678
K18682						ribonucrease Y [EC:3.1.-.-]	K18682
K18687						HIP---CoA ligase [EC:6.2.1.41]	K18687
K18688						3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42]	K18688
K18691						membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	K18691
K18692						ATP-dependent RNA helicase CshB [EC:3.6.4.13]	K18692
K18693						diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4]	K18693
K18694						phosphatidylglycerol phospholipase C [EC:3.1.4.-]	K18694
K18696						glycerophosphodiester phosphodiesterase [EC:3.1.4.46]	K18696
K18697						phosphatidylglycerophosphatase C [EC:3.1.3.27]	K18697
K18700						fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	K18700
K18702						CoA:oxalate CoA-transferase [EC:2.8.3.19]	K18702
K18703						succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]	K18703
K18707						threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	K18707
K18715						nucleoporin NUP159	K18715
K18719						nucleoporin NUP82	K18719
K18722						nucleoporin NUP2	K18722
K18723						nucleoporin GLE1	K18723
K18725						nucleoporin POM152	K18725
K18726						FAS-associated factor 2	K18726
K18730						PERQ amino acid-rich with GYF domain-containing protein	K18730
K18732						SAP domain-containing ribonucleoprotein	K18732
K18738						heterogeneous nuclear rnp K-like protein	K18738
K18740						exonuclease 3'-5' domain-containing protein 1	K18740
K18748						protein SSD1	K18748
K18749						protein LSM14	K18749
K18752						transportin-1	K18752
K18757						la-related protein 1	K18757
K18778						cell division protein ZapD	K18778
K18785						"beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"	K18785
K18798						peroxisome-assembly ATPase [EC:3.6.4.7]	K18798
K18800						2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]	K18800
K18801						glucuronoxylan 4-O-methyltransferase [EC:2.1.1.112]	K18801
K18802						glutamine amidotransferase	K18802
K18803						protein-histidine N-methyltransferase [EC:2.1.1.85]	K18803
K18814						putative inorganic carbon (hco3(-)) transporter	K18814
K18815						aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	K18815
K18816						aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	K18816
K18817						hygromycin-B 4-O-kinase [EC:2.7.1.163]	K18817
K18819						inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]	K18819
K18827						O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	K18827
K18828						tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	K18828
K18829						antitoxin VapB	K18829
K18831						HTH-type transcriptional regulator / antitoxin HigA	K18831
K18833						"MFS transporter, DHA3 family, multidrug efflux protein"	K18833
K18841						mRNA interferase ChpB [EC:3.1.-.-]	K18841
K18842						antitoxin ChpS	K18842
K18843						antitoxin HicB	K18843
K18844						spectinomycin phosphotransferase	K18844
K18845						16S rRNA (guanine(1405)-N(7))-methyltransferase [EC:2.1.1.179]	K18845
K18846						16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:2.1.1.180]	K18846
K18849						25S rRNA (adenine2142-N1)-methyltransferase [EC:2.1.1.286]	K18849
K18850						50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	K18850
K18851						diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122]	K18851
K18852						D-amino-acid N-acetyltransferase [EC:2.3.1.36]	K18852
K18853						dihydromethanopterin reductase (acceptor) [EC:1.5.99.15]	K18853
K18855						UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]	K18855
K18862						small toxic polypeptide LdrA/B/C/D	K18862
K18889						"ATP-binding cassette, subfamily B, multidrug efflux pump"	K18889
K18890						"ATP-binding cassette, subfamily B, multidrug efflux pump"	K18890
K18893						"ATP-binding cassette, subfamily B, multidrug efflux pump"	K18893
K18896						glycine/sarcosine N-methyltransferase [EC:2.1.1.156]	K18896
K18897						sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]	K18897
